bibtex_key,title,selection_criteria,status,comments
Zhao20181163,Chameleon: An adaptive wear balancer for flash clusters,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(Chameleon)]-[Storage Systems[Storage Systems(Storage System)][ssee(Flashsim)]]-[SSD]
[data management]-[Nd]-[YCSB(YCSB_zipf)&MSR(mds_0&web_1&usr_0&hm_0)]"
Xiao:2012:PHS:2357487.2357621,PASS: A Hybrid Storage System for Performance-Synchronization Tradeoffs Using SSDs,ARCHITECTURE,Accepted,"[(PASS)]-[Storage System[rsee(1m)]]-[HDD&SSD]
[Storage System]-[N]-[IoMeter&PostMark&TPC(TPC-C)]"
7110137,qSDS: A QoS-Aware I/O scheduling framework towards software defined storage,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(qSDS)]-[cloud-RAID10[Storage Systems(Storage System)][rsee(8d_2sd)]]-[HDD&SSD&PCM]
[QoS-Aware]-[N]-[BlogBench&TPC(TPC-C)]"
8444425,Buffer-Aware Data Migration Scheme for Hybrid Storage Systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[buffer-aware data migration algorithm]-[Storage systems[Storage Systems(Storage System)][rsee(1pc)]-[HDD&SSD]
[data management]-[N]-[Postmark&IOzone&TPC(TPC-C)]"
7859394,"ASSER: An Efficient, Reliable, and Cost-Effective Storage Scheme for Object-Based Cloud Storage Systems",ARCHITECTURE,Accepted,"[(ASSER)]-[(cloud)[ssee(not found)]]-[PRAM]
[Erasure coding]-[N]-[specific&MSR(h2&stg1&proj1&src22&prn0&web1&usr2&prxy1&prn1&hm1&mds1&wdev0)&deas03]"
6748089,Redistribute Data to Regain Load Balance during RAID-4 Scaling,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(McPod)]-[Storage Systems-RAID4[O.S.(Linux)][rsee(1m_12d)]]-[HDD]
[data management]-[N]-[SPC(Financial1&WebSearch2)&TPC(TPC-C)]"
20170903388997,A Load-Balancing Data Caching Scheme in Multi-tiered Storage Systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(LBSC)]-[Storage systems[simulator(DiskSim)][ssee(Disksim)]]-[HDD&SSD]
[data caching]-[N]-[Mp3&SNIA(MSN-FS&Dev)&Synthesize&WinPC&PCMark]"
8615669,Cap: Exploiting Data Correlations to Improve the Performance and Endurance of SSD RAID,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(Cap)]-[Storage Systems-RAIS[O.S.(Linux)][rsee(1m)]]-[SSD]
[caching]-[N]-[MSR(Ts_0&Rsrch_0&Stg_0)&SPC(Financial1)]"
ZHANG2015111,ParSA: High-throughput scientific data analysis framework with distributed file system,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(ParSA)]-[cluster-RAID6[File System(HDFS)][rsee(1c_6n&1c_16n)]]-[HDD]
[logical units]-[N]-[POP]"
6926929,A Reliability-Aware Address Mapping Strategy for NAND Flash Memory Storage Systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(Meta-Cure)]-[Storage Systems[General-hardware(Xilinx Zynq)][rsee(1 vb fSoC)]]-[Flash]
[Mapping Strategy]-[N]-[IOMeter]"
5416638,DMA cache: Using on-chip storage to architecturally separate I/O data from CPU data for improving I/O performance,H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[(DDC)]-[Storage Systems[FPGA Emulation Platform][rsee(1s)]]-[Memory&cache]
[caching]-[N]-[file-copy&SPECWeb2005&TPC(TPC-H)]"
8514889,Harmonia: An Interference-Aware Dynamic I/O Scheduler for Shared Non-volatile Burst Buffers,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(Harmonia)]-[HPC[Storage Systems(Storage System)][rsee(8s_32n)]]-[SSD]
[scheduling]-[N]-[specific&VPIC&HACC]"
7516035,"High-Performance Hybrid Key-Value Store on Modern Clusters with RDMA Interconnects and SSDs: Non-blocking Extensions, Designs, and Benefits",S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[non-blocking API extensions]-[Distributed System(Memcached)[Libmemcached APIs]]-[SSD&Memory]
[non-blocking]-[N]-[OHB-modified]"
8714805,LBICA: A Load Balancer for I/O Cache Architectures,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(LBICA)]-[Storage Systems[O.S.(Linux)][rsee(1s)]]-[HDD&SSD&CACHE]
[caching]-[N]-[TPC(TPC-C)&mail&server&webserver]"
8792009,An I/O Isolation Scheme for Key-Value Store on Multiple Solid-State Drives,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[I/O isolation scheme]-[database(RocksDB)[RocksDB]]-[SSD]
[data management ]-[N]-[RocksDB(fillrandom&readrandom&writerandom)]"
8368395,Accelerating Traditional File Systems on Non-volatile Main Memory,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(NVMBD)]-[File System(NOVA)[Linux]]-[DRAM]
[page cache management]-[N]-[IOzone&specific]"
8029791,MURS: Mitigating Memory Pressure in Service-Oriented Data Processing System,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(MURS)]-[Framework(Spark)[Spark]]-[Memory]
[scheduler]-[N]-[PageRank&Aggregation Query]"
6217401,CEFLS: A Cost-Effective File Lookup Service in a Distributed Metadata File System,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(CEFLS)]-[File System(PFSsim)[simulator(PFSsim)]]-[Cache]
[data management]-[N]-[specific]"
Min:2015:CEI:2830894.2830901,Cgroup++: Enhancing I/O Resource Management of Linux Cgroup on NUMA Systems with NVMe SSDs,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(Cgroup++)]-[Operational System(Linux)[Linux]]-[SSD]
[scheduling]-[N]-[FIO]"
6924425,Virtualizing Storage as Memory for High Performance Storage Access,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(VMMS)]-[Virtual Machine(KVM)[Linux]]-[SSD&RAM]
[virtual main memory]-[N]-[specific]"
zhang_toward_2014,Toward cost-effective storage provisioning for {DBMSs},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(DOT)]-[database(PostgreSQL)[PostgreSQL]]-[SSD]
[hardware concerning]-[N]-[TPC(TPC-H&TPC-C)]"
LI20173,Towards an efficient snapshot approach for virtual machines in clouds,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(iROW)]-[Virtual Machine(KVM)[KVM]]-[HDD]
[virtualization]-[N]-[SPECjbb&TPC(TPC-W)&SPECweb2009_Support]"
sun_performance-aware_2014,Performance-{Aware} {Data} {Placement} in {Hybrid} {Parallel} {File} {Systems},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(PADP)]-[File System(OrangeFS)[OrangeFS]]-[HDD&SSD]
[data management]-[N]-[IOR]"
6651105,Filesystem Aware Scalable I/O Framework for Data-Intensive Parallel Applications,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[load balancing framework scheduling&parallelism]-[File system(Panasas)[nf]]-[HDD]
[load balancing]-[N]-[IOZone&IOR]"
7248353,Multi-dimensional scheduling in cloud storage systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(MVBFD)]-[cloud[simulator(built simulator)][ssee(built simulator)]]-[HDD]
[scheduling]-[Y]-[specific]"
7845017,Utilizing segment partitioning scheme for hybrid address spaces,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(MatBall)]-[File System(ext2)[ext2]]-[HDD&SSD]
[file management]-[N]-[IOzone]"
20120514721007,A two-layered replica management method,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(TLRMM)]-[File System(Carrier)[Carrier]]-[HDD&RAM]
[Replica Management]-[N]-[PostMark&IOZone]"
20162002384488,NIS: A New Index Scheme for Flash File System,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(NIS)]-[File system(YAFFS)[nandsim]]-[Flash]
[tree]-[N]-[filebench& fileserver&mongo&varmail&webproxy]"
liu_sac:_2014,{SAC}: {Exploiting} {Stable} {Set} {Model} to {Enhance} {CacheFiles},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(SSM)]-[Storage Systems[O.S.(Linux)][rsee(3n)]-[Cache]
[caching]-[N]-[FIO&IOzone&Linux(Cat&Grep&Diff&Cp&Cscope&Glimpse)]"
LEE201676,ActiveSort: Efficient external sorting using active SSDs in the MapReduce framework,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(ActiveSort)]-[Framework(Hadoop)[MapReduce]]-[SSD]
[external sorting]-[N]-[HiBench&Sort&TeraSort&Hive-join&Nutch]"
7774613,Bulk I/O Storage Management for Big Data Applications,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(BID)]-[Applications(MapReduce)[Linux]]-[HDD]
[scheduler]-[N]-[HiBench&TPC(TPCx-HS)]"
huang_resource_2019,Resource {Efficiency} {Optimization} for {Big} {Data} {Mining} {Algorithm} with {Multi}-{MapReduce} {Collaboration} {Scenario},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[algorithm based on DistributedCache]-[Program Model(MapReduce)[nf]]-[Cache]
[caching]-[N]-[specific]"
7004234,VENU: Orchestrating SSDs in hadoop storage,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(VENU)]-[File System(HDFS)[HDFS]]-[HDD&SSD]
[data management]-[N]-[HiBench(NutchIndex&Bayes&Kmeans&Hive-bench&PageRank&Sort&TeraGen&TeraSort&WordCount)]"
8814520,z-READ: Towards Efficient and Transparent Zero-Copy Read,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(z-READ)]-[Applications(Non-spec-app)[Linux]]-[Memory]
[file I/O]-[N]-[FIO&SPEC CPU 2006(lbm&lbm&gcc&gcc&wrf&wrf&libquantum&libquantum&bzip2&bzip2&povray&povray)]"
6740434,Towards sharing disks between host OS and virtual machine with volume snapshot technology,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
Wu:2018:PDP:3264746.3264769,A Priority-based Data Placement Method for Databases Using Solid-state Drives,,Duplicated,
Liao:2016:PSS:3029080.3029126,Prefetching on Storage Servers Through Mining Access Patterns on Blocks,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[piggyback client identification&X-step pattern matching algorithm]-[File system(PARTE FS)[PARTE FS]]-[HDD]
[Prefetching]-[N]-[Sysbench&IOzone&MatrixMultiplication]"
Tang:2017:ASC:3131704.3131708,Application-centric SSD Cache Allocation for Hadoop Applications,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(AC-SSD)]-[Applications(Hadoop)[Xen]]-[SSD]
[Cache Allocation]-[N]-[TestDFSIO&HiBench&LowRatioworkload(Sort&Terasort&Wordcount)&DiffStagesworkload(Bayes&KMeans&Pagerank)]"
Yang:2017:CLB:3050748.3050762,Content Look-Aside Buffer for Redundancy-Free Virtual Disk I/O and Caching,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(CLB)]-[Virtual Machine(KVM)[KVM]]-[HDD]
[content buffer]-[N]-[IOzone&Read-Intensive(linux-boot&win7-boot&win7-office)]"
Karim:2015:IPD:2919335.2920492,Improving Performance of Database Appliances on Distributed Object Storage,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[method(separating the distributed storage's journal and data partitions)]-[database(PostgreSQL)[nf]]-[HDD&SSD]
[data management]-[N]-[TPC(TPC-C)&OLTP(PostgreSQL)]"
Kotaro:2017:ACL:3022227.3022294,Advising Cache for Lower Cache,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[method for increasing the hit ratio( host spot or working set)]-[Operational System(Linux)[Linux]]-[HDD&cache]
[cache replacement]-[N]-[FFSB]"
20193907481678,Job-aware Optimization of File Placement in Hadoop,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[method that uses knowledge of job characteristics to place data]-[Framework(Hadoop)[ext2/3/4]]-[HDD]
[data management]-[N]-[SWIM]"
5260947,Selective Context Switching on Flash Memory,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[improves the context switching scheme]-[Operational System(linux)[Linux]]-[SSD]
[Context Switching]-[N]-[specific]"
SANTOS201277,Self-tuning of disk input–output in operating systems,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(IOPerf)]-[Operational System(linux)[linux]]-[HDD]
[so optimization]-[N]-[Tiobench]"
8793053,Change Your Cluster to Cold: Gradually Applicable and Serviceable Cold Storage Design,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[serviceable cold storage design]-[Cluster[File System(Ceph)][rsee(3s)]]-[HDD]
[data location]-[Y]-[YCSB(YCSB)&LINE]"
6685717,MatBall: Matrix-Based File Allocation Method for Hybrid File System,,Duplicated,
renz_efficient_2015,An {Efficient} {Design} and {Implementation} of {Multi}-level {Cache} for {Database} {Systems},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(FASC)]-[database(PostgreSQL)[PostgreSQL]]-[HDD&SSD&DRAM]
[buffering]-[N]-[TPC(TPC-C&TPC-H)]"
j._park_new_2012,A {New} {Data} {Sieving} {Approach} for {High} {Performance} {I}/{O},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(PMD)]-[Storage Systems[Applications(ROMIO)][rhee(Sun Fire)]]-[Memory]
[data management]-[N]-[specific]"
POSHTKOHI20121409,"The xDotGrid native, cross-platform, high-performance xDFS file transfer framework",S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[xDFS protocol]-[Grid-cloud[Framework(xDotGrid.NET)][rsee(8m)]]-[HDD]
[data management]-[N]-[specific]"
VEIGA2018323,Enhancing in-memory efficiency for MapReduce-based data processing,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[memory optimization techniques ]-[Framework(Flame-MR)[Flame-MR]]-[HDD&SSD&Memory]
[hadoop acelerator]-[N]-[HiBench&Sort&WordCount&PageRank&Connected Components&K-Means]"
KANG2012233,Power- and time-aware buffer cache management for real-time embedded databases,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[power- and time-aware buffer cache management scheme]-[database(RTEDB)[RTEDB]]-[Flash]
[caching]-[Y]-[specific]"
kim_i/o_2017,I/{O} access frequency-aware cache method on {KVM}/{QEMU},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(hyperCache)]-[Virtual Machine(KVM)[KVM]]-[Cache&Memory]
[caching]-[N]-[iozone]"
wang_reducing_2015,Reducing {Journaling} {Overhead} with {Hybrid} {Buffer} {Cache},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[page management policy]-[File System(ext4)[Linux]]-[DRAM]
[reliability]-[N]-[Filebench(Webproxy&Varmail&Fileserver&Webserver)]"
zhan_plugin-based_2016,A {Plugin}-{Based} {Approach} to {Exploit} {RDMA} {Benefits} for {Apache} and {Enterprise} {HDFS},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[RDMA-based plugin]-[File System(HDFS)[HDFS]]-[Memory]
[hardware concerning]-[N]-[TestDFSIO]"
li_event-oriented_2019,Event-{Oriented} {Caching} {System} for {ROOT} {Data} {Analysis} in {HEP},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[event-oriented data storage technology]-[database(HBase)[HBase]]-[Cache]
[caching]-[N]-[specific]"
8855663,Energy-Efficient Data Caching Framework for Spark in Hybrid DRAM/NVM Memory Architectures,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[data caching framework]-[Framework(Spark)[Spark]]-[DRAM&PCM]
[caching]-[Y]-[SparkBench&Kmeans&ConnectedComponent&PageRank]"
8326216,Mitigating write interference on SSD in home cloud server,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[write buffer management scheme]-[SSD[simulator(DiskSim)][sd(DiskSim)]]-[SSD]
[buffer management]-[N]-[FIO]"
7425446,Dynamic Memory Allocation in Virtual Machines Based on Cache Hit Ratio,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(xenballoon)]-[Virtual Machine(Xen)[Xen]]-[memory&Cache]
[memory management]-[N]-[FFSB]"
6007806,LVMM: A lightweight virtual machine memory management architecture for virtual computing environment,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(LVMM)]-[Virtual Machine(Xen)[Xen]]-[Memory]
[memory management]-[N]-[mono&DaCapo]"
7336308,ClusterFetch: A Lightweight Prefetcher that Responds to Intensive Disk Read Patterns,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(ClusterFetch)]-[File system(Ext4)[Ext4]]-[HDD]
[Prefetcher]-[N]-[specific]"
KUNDETI20111427,Efficient out-of-core sorting algorithms for the Parallel Disks Model,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8573771,Improving Spatial Locality in Virtual Machine for Flash Storage,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[metadata/data checker&sequentializer]-[Virtual Machine(KVM)[File System(EXT4)]]-[SSD]
[data management]-[N]-[FIO&FileBench]"
Kim:2010:DCM:1807733.1807747,Device-aware Cache Management Based on Adaptive Replacement,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(ARC)]-[Storage Systems[simulator(built simulator][ssee(built simulator)]-[HDD&SSD&Cache]
[cache management]-[N]-[PDA&PMP&synthetic]"
6968774,Disk cache-aware task scheduling for data-intensive and many-task workflow,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(Highest Rank First)]-[File System(Gfarm)[Gfarm&Pwrake]]-[HDD]
[scheduling]-[N]-[specific]"
6665376,Optimize Multidimensional Arrays Queries with Heterogeneous Replica Method,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[heterogeneous replicas]-[Storage Systems[Storage Systems(Storage System)][rsee(4m)]]-[HDD]
[disk concerning]-[N]-[POP&specific]"
8258209,Understanding and improving disk-based intermediate data caching in Spark,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[method of combined use of memory and disk]-[Framework(Spark)[nf]]-[HDD&Memory]
[caching]-[N]-[Fio&k-means&HiBench&RDDTest]"
Zhang201968,A New Approach to Double I/O Performance for Ceph Distributed File System in Cloud Computing,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[Approach to Double I/O Performance]-[File System(Ceph)[Ceph]]-[HDD]
[data management]-[N]-[Fio]"
8588396,NV-eCryptfs: Accelerating Enterprise-Level Cryptographic File System with Non-Volatile Memory,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(NVeCryptf)]-[File System(eCryptfs)[Linux Kernel]]-[DRAM]
[encription/data management]-[N]-[FIO&&Filebench(fileserver&webserver&varmail)]"
JIN201283,AD-LRU: An efficient buffer replacement algorithm for flash-based databases,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(AD-LRU)]-[database(XTC)[XTC]]-[Flash]
[buffering]-[N]-[read-most&random&write-most&Zipf&OLTPbank]"
7152476,Triple-H: A Hybrid Approach to Accelerate HDFS on HPC Clusters with Heterogeneous Storage Architecture,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(Triple-H)]-[File System(HDFS)[Hadoop]]-[SSD&HDD&RAM]
[hardware concerning]-[N]-[TestDFSIO&SortBenchmark&CloudBurst&PUMA(SequenceCount&Grep)&TeraGen&RandomTextWriter&RandomWriter]"
6005455,Azor: Using Two-Level Block Selection to Improve SSD-Based I/O Caches,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(Azor)]-[Storage Systems[O.S.(Linux)][rsee(1s)]]-[SSD]
[caching]-[N]-[TPC(TPC-H)&SPECsfs2008&Hammerora]"
xu_hybrid_2011,Hybrid {Storage} with {Disk} {Based} {Write} {Cache},H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[approach to using HDD and SSD into storage systems]-[Storage Systems[Storage System][ssee(nf)]]-[HDD&SSD]
[Hardware concerning]-[N]-[IOmeter]"
8612530,Accelerating Storage System Performances with NVRAM Cache by Considering Storage Access Characteristics,H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[PCRAM as cache]-[Storage Systems[Storage System][rsee(1pc)]]-[PCRAM]
[caching]-[N]-[graph visualization&multimedia streaming&OLTP database&web browser]"
6557143,Synergistic coupling of SSD and hard disk for QoS-aware virtual memory,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(HybridSwap)]-[Storage systems[O.S.(Linux)][rsee(1s)]]-[HDD&SSD]
[memory management]-[N]-[Memcached&ImageMagick&MatrixInverse&CorrelationComputation]"
6855541,A protected block device for Persistent Memory,H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[ integrating Persistent Memory(PM) into computer systems]-[Storage Systems[Storage System][rsee(1s)]]-[HDD&SSD&DRAM]
[device integration]-[N]-[Open Storage Toolkit&ing&sfs&devel&glimpseindex&clamav&TPC(TPC-C&TPC-H)&tar&untar]"
CLEMENTSEN20102237,Vertical partitioning for flash and HDD database systems,H2S-IO -Hard-2-improve-IO-on-Software,Accepted,"[SSD]-[database(nf)]-[HDD&SSD]
[hardware]-[N]-[TPC(TPC-C)]"
Kannan:2011:UAN:2110205.2110209,Using Active NVRAM for I/O Staging,H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[solution NVRAM-FeRAM]-[Storage Systems[Storage System][rsee(1c16n)]]-[FeRAM&SDRAM&Flash]
[staging I/O]-[N]-[GTCmodelingcode]"
7027494,Transparent Throughput Elasticity for IaaS Cloud Storage Using Guest-Side Block-Level Caching,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[use of virtual disks of high-throughput capability]-[Cloud[O.S.(Linux)][rsee(32n)]]-[HDD&SSD]
[caching]-[N]-[Bonnie++&LAMMPS&CM1]"
6605688,HYVI: A HYbrid VIrtualization Solution Balancing Performance and Manageability,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(HYVI)]-[cloud[Virtualization(Xen)][rsee(1s)]]-[Memory]
[hardware concerning]-[N]-[Netperf&Kernel Build&SPECjbb&WebBench&vConsolidate]"
7573841,Improving RAID Performance Using an Endurable SSD Cache,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[cache management scheme by Keeping Data and Deltas in SSD]-[Storage Systems-RAID5-RAID6[O.S.(Linux)][rsee(1s)]]-[HDD&SSD&NVRAM]
[hardware concerning]-[N]-[FIO&SPC(Financial1&Financial2)&MCS(Hm0&Web0)]"
8048972,Optimizing the Datapath for Key-value Middleware with NVMe SSDs over RDMA Interconnects,H2S-IO -Hard-2-improve-IO-on-Software,Accepted,"[SSD]-[in-memory key-value store(Memcache)]-[SSD&DRAM]
[hardware concerning]-[N]-[fio]"
